event_max_performers,event_type,event_entertainment_category,event_business_category,event_within_company,event_industry_type,event_emirate,event_exhibition,ticketing_category,ticketing_is_event_free,ticketing_is_reg_desk,ticketing_is_print_badges,ticketing_badge_assist,ticketing_is_walkin_expect,ticketing_selling_option,ticketing_is_complementary_pass,Price,standardized_venue,event_duration_days,days_until_event,event_month,event_day_of_week,selling_duration_days
-0.46152237923208916,business,,conference,no,other,Dubai,no,,yes,yes,yes,no,no,,-0.19991117172225772,1270.0,sheraton grand,-0.827605888602368,-0.24180515268247185,0.29487724185993053,-0.8828691711071565,-0.41129348058691745
1.1420723282692378,business,,exhibition,no,education,Dubai,no,,yes,yes,yes,,no,,-0.19991117172225772,1270.0,sheraton,-0.827605888602368,2.1935515784928272,-2.8251142203999806,-0.3083035200691658,-0.41129348058691745
-0.46152237923208916,business,,"conference, seminar",yes,education,Dubai,no,,no,yes,yes,maybe,no,yes,-0.19991117172225772,1270.0,heriot watt university campus,0.30345549248753495,1.4840382001189212,-3.215113153182469,-1.4574348221451472,-0.41129348058691745
-0.46152237923208916,business,,seminar,no,other,Dubai,no,,yes,no,no,no,no,,-0.19991117172225772,520.0,hilton palm,-0.827605888602368,-0.06922081740233256,0.29487724185993053,0.26626213096882495,-0.41129348058691745
-0.1408034377318238,business,,"conference, networking",no,other,Dubai,yes,,yes,yes,no,yes,no,,-0.19991117172225772,1770.0,jumeriah creekside,-0.827605888602368,-0.3185093016958671,0.29487724185993053,0.8408277820068156,-0.41129348058691745
1.1420723282692378,"entertainment, business","awardceremony, djevents","conference, seminar, meeting, networking, exhibition",no,other,Dubai,yes,,no,yes,yes,no,no,yes,-0.004637437839325118,1770.0,w palm,1.4345168735774378,0.2184197413978996,0.6848761746424193,0.8408277820068156,0.2902502528641112
-0.46152237923208916,business,,"conference, networking",yes,"informationtechnology, other",Dubai,no,,no,yes,yes,no,yes,yes,-0.004637437839325118,1270.0,knowledge park conference,-0.827605888602368,-0.06922081740233256,0.29487724185993053,0.26626213096882495,-0.047530063241939625
-0.46152237923208916,business,,networking,yes,other,Dubai,no,,yes,yes,yes,no,no,,-0.19991117172225772,1270.0,sheraton grand,-0.827605888602368,-0.08839685465568137,0.29487724185993053,-0.3083035200691658,-0.41129348058691745
-0.46152237923208916,business,,"meeting, seminar",no,medical,Dubai,no,,yes,no,no,,no,,-0.19991117172225772,1270.0,kempinski boulevard,0.30345549248753495,-0.06922081740233256,0.29487724185993053,0.26626213096882495,-0.41129348058691745
4.188902272521759,business,,conference,yes,"telecommunicationservices, informationtechnology",Dubai,yes,,yes,yes,yes,no,no,no,-0.2101887366634647,1770.0,grosvenor house,0.30345549248753495,0.007483331611062685,0.29487724185993053,-1.4574348221451472,-0.41129348058691745
0.34027497451857425,"entertainment, business","music, awardceremony","conference, meeting, forum",no,automotive,Dubai,yes,,yes,yes,yes,no,no,,-0.19991117172225772,3870.0,taj exotica palm,0.30345549248753495,0.4293561511847365,0.6848761746424193,-0.8828691711071565,-0.41129348058691745
-0.46152237923208916,business,,conference,no,other,Dubai,yes,,partial,yes,yes,no,no,other,1.2286703551055123,1770.0,sofitel palm,-0.827605888602368,0.180067666891202,0.6848761746424193,-0.3083035200691658,0.18631784790840325
